Machine_ID,Fail_possibility,Failure Type,failure_probability
L56580,43.9,No Failure,0.01
M24261,25.6,No Failure,0.01
L56582,30.7,No Failure,0
L56583,29.1,No Failure,0
L56584,19.3,No Failure,0.01
M24265,48.8,No Failure,0.01
M24266,15.6,No Failure,0.01
L56587,50.1,No Failure,0
H38822,34.5,No Failure,0.01
L56589,28.3,No Failure,0.01
M24270,31,No Failure,0.01
L56591,46.6,No Failure,0
L56592,26.7,No Failure,0
L56593,44.9,No Failure,0
L56594,53.9,Overstrain Failure,0
M24275,44.2,No Failure,0
M24276,45.9,No Failure,0
H38831,43.8,No Failure,0
L56598,46.2,No Failure,0.01
L56599,22,No Failure,0
L56600,42,No Failure,0.01
M24281,54.5,No Failure,0.01
L56602,29.6,No Failure,0
L56603,30.5,No Failure,0.01
M24284,33,No Failure,0.01
M24285,46.3,No Failure,0.01
L56606,55.7,No Failure,0
L56607,34.8,No Failure,0.02
H38842,28.4,No Failure,0.01
L56609,36,No Failure,0.01
L56610,28.8,No Failure,0.02
L56611,57,No Failure,0.01
L56612,40.1,No Failure,0.01
M24293,51.9,No Failure,0.01
L56614,33.3,No Failure,0
L56615,49.3,No Failure,0
L56616,42.5,No Failure,0.02
M24297,43,No Failure,0.01
M24298,56.8,No Failure,0
M24299,48.2,No Failure,0
M24300,53.5,No Failure,0.01
L56621,43.4,No Failure,0.02
M24302,47.9,No Failure,0
H38857,53.8,No Failure,0.01
L56624,15.9,No Failure,0.01
M24305,45.8,No Failure,0
H38860,53.5,No Failure,0
M24307,51.7,No Failure,0.02
L56628,29.3,No Failure,0.02
M24309,41.8,No Failure,0.01
M24310,42.6,No Failure,0.01
H38865,39.6,No Failure,0.02
M24312,53.4,No Failure,0.01
H38867,56.8,No Failure,0
L56634,35.4,No Failure,0
L56635,20.2,No Failure,0
L56636,33.3,No Failure,0.02
M24317,26.7,No Failure,0
L56638,40.6,No Failure,0
L56639,36.1,No Failure,0.01
M24320,45.2,No Failure,0.01
M24321,46.4,No Failure,0
L56642,40.1,No Failure,0.01
M24323,36.8,No Failure,0.01
L56644,48.2,No Failure,0
M24325,43.8,No Failure,0.01
L56646,48,No Failure,0.01
L56647,27.6,No Failure,0.01
L56648,55.4,No Failure,0.01
L56649,33.2,No Failure,0.01
H38884,47.1,No Failure,0.01
M24331,27.5,No Failure,0.01
M24332,48.3,No Failure,0
L56653,40,No Failure,0.02
M24334,46.8,No Failure,0.02
L56655,41.9,No Failure,0.02
M24336,31.9,No Failure,0
M24337,33.3,No Failure,0
L56658,24,No Failure,0.01
H38893,33.5,No Failure,0
M24340,43.8,No Failure,0
L56661,50.9,No Failure,0
H38896,57.4,No Failure,0.02
H38897,35.3,No Failure,0.01
L56664,33.7,No Failure,0.01
L56665,34.2,No Failure,0
M24346,46,No Failure,0
L56667,39.8,No Failure,0.01
M24348,34.5,No Failure,0.01
L56669,41.9,No Failure,0.02
M24350,44.7,No Failure,0.02
M24351,40.7,No Failure,0.01
L56672,36.6,No Failure,0.02
L56673,55.4,Overstrain Failure,0
L56674,41.4,No Failure,0.01
H38909,44.8,No Failure,0
M24356,50.4,No Failure,0
H38911,40.3,No Failure,0.01
H38912,36.1,No Failure,0
L56679,37.7,No Failure,0
L56680,30.6,No Failure,0
L56681,47.4,No Failure,0
L56682,49.2,No Failure,0.02
M24363,44.8,No Failure,0.01
L56684,47,No Failure,0
L56685,40.1,No Failure,0.02
H38920,41.6,No Failure,0.01
L56687,38.8,No Failure,0.02
L56688,36.4,No Failure,0
M24369,39.8,No Failure,0
M24370,43.3,No Failure,0
L56691,40.7,No Failure,0.02
L56692,37.8,No Failure,0.01
M24373,33.4,No Failure,0.02
L56694,45.9,No Failure,0.01
L56695,28.8,No Failure,0.01
L56696,54.5,No Failure,0.02
L56697,39.1,No Failure,0
L56698,41.9,No Failure,0.01
L56699,36,No Failure,0.01
L56700,48.9,No Failure,0.01
M24381,40.4,No Failure,0
M24382,32.3,No Failure,0
L56703,40.6,No Failure,0.01
H38938,27.6,No Failure,0
L56705,42.1,No Failure,0.01
M24386,55.4,No Failure,0.01
L56707,43.9,No Failure,0.02
M24388,59,No Failure,0
L56709,46.7,No Failure,0.01
H38944,53.6,No Failure,0.01
L56711,44.1,No Failure,0.01
L56712,48.7,No Failure,0
L56713,29.5,No Failure,0.02
L56714,45.7,No Failure,0
M24395,31.4,No Failure,0.01
L56716,26,No Failure,0.01
M24397,42.1,No Failure,0.02
L56718,45.1,No Failure,0
L56719,47.7,No Failure,0
M24400,40.2,No Failure,0.01
M24401,31.3,No Failure,0.02
L56722,28.5,No Failure,0.01
M24403,48.7,No Failure,0.01
L56724,31,No Failure,0.01
L56725,38.3,No Failure,0
M24406,43.9,No Failure,0
L56727,30.7,No Failure,0.03
L56728,37.2,No Failure,0
M24409,33.8,No Failure,0.02
M24410,43.3,No Failure,0
L56731,48.9,No Failure,0.02
M24412,40.9,No Failure,0
L56733,39.2,No Failure,0.01
M24414,45.5,No Failure,0.02
H38969,31.4,No Failure,0
L56736,48.3,No Failure,0.01
M24417,40.2,No Failure,0.01
M24418,34.6,No Failure,0
L56739,38.5,No Failure,0.01
L56740,42.5,No Failure,0.01
L56741,26.3,No Failure,0
M24422,50.1,No Failure,0
M24423,25.5,No Failure,0
L56744,24.9,No Failure,0
M24425,38.1,No Failure,0.01
L56746,35.1,No Failure,0.02
L56747,42.5,No Failure,0
L56748,38,No Failure,0.01
M24429,20,No Failure,0.01
L56750,48.2,No Failure,0.02
L56751,36,No Failure,0.02
M24432,47.6,No Failure,0.01
L56753,40.1,No Failure,0.01
H38988,46.6,No Failure,0
M24435,35.4,No Failure,0
L56756,23.3,Tool Wear Failure,0.01
M24437,49.5,No Failure,0.01
L56758,41.2,No Failure,0.02
L56759,33.5,No Failure,0
M24440,56.5,No Failure,0
L56761,53.1,No Failure,0
M24442,47.5,No Failure,0.01
L56763,59.8,No Failure,0
L56764,41.3,No Failure,0
M24445,42.1,No Failure,0.01
L56766,54.5,No Failure,0.02
M24447,40.5,No Failure,0
H39002,45.5,No Failure,0
L56769,43.3,No Failure,0.01
M24450,52,No Failure,0
L56771,37.3,No Failure,0.01
L56772,46.8,No Failure,0.01
L56773,52.8,No Failure,0
L56774,28.7,No Failure,0.01
H39009,50,No Failure,0
L56776,43.4,No Failure,0.01
L56777,38,No Failure,0.01
L56778,41.1,No Failure,0.01
L56779,37.4,No Failure,0.02
M24460,45.3,No Failure,0.01
L56781,18,No Failure,0.02
L56782,32.5,No Failure,0.01
M24463,40.2,No Failure,0.01
H39018,38,No Failure,0.01
M24465,37.9,No Failure,0.01
L56786,44.4,No Failure,0.01
L56787,36.8,No Failure,0
M24468,41.5,No Failure,0
L56789,40.3,No Failure,0
L56790,41.3,No Failure,0.01
L56791,42.2,No Failure,0.02
M24472,31.8,No Failure,0
L56793,62.5,Power Failure,0.01
M24474,43.9,No Failure,0.02
M24475,39.9,No Failure,0.01
L56796,37.3,No Failure,0.01
L56797,35.3,No Failure,0
L56798,42.8,No Failure,0
M24479,52.9,No Failure,0.01
L56800,45.9,No Failure,0.01
M24481,19.5,No Failure,0
L56802,27.2,No Failure,0.01
L56803,47.8,No Failure,0.01
H39038,38.6,No Failure,0.01
M24485,47.5,No Failure,0.01
M24486,58.9,No Failure,0.01
M24487,36.6,No Failure,0
H39042,34.3,No Failure,0.01
H39043,19.7,No Failure,0
L56810,35.8,No Failure,0.01
L56811,33.2,No Failure,0
M24492,57.4,No Failure,0
H39047,41.2,No Failure,0.01
L56814,52.7,No Failure,0
L56815,33.2,No Failure,0
L56816,41.3,No Failure,0.02
L56817,38.9,No Failure,0.02
H39052,44.9,No Failure,0.02
L56819,26.8,No Failure,0
L56820,36.1,No Failure,0
L56821,53.9,No Failure,0.01
L56822,46.3,No Failure,0
L56823,40.6,No Failure,0
L56824,32.6,No Failure,0.02
L56825,28.1,No Failure,0.01
L56826,31.7,No Failure,0.01
L56827,47,No Failure,0
L56828,41.2,No Failure,0
H39063,33.1,No Failure,0
M24510,41.1,No Failure,0.01
M24511,36,No Failure,0.01
M24512,46.3,No Failure,0.01
L56833,55.7,Overstrain Failure,0.02
L56834,56.3,Overstrain Failure,0.01
H39069,49.5,No Failure,0.01
L56836,33,No Failure,0.01
L56837,39.6,No Failure,0.01
L56838,34.5,No Failure,0
L56839,61.9,Overstrain Failure,0
M24520,43.1,No Failure,0
H39075,44.9,No Failure,0.01
M24522,30.9,No Failure,0.01
L56843,48.8,Overstrain Failure,0.01
L56844,54.8,Overstrain Failure,0.01
L56845,33.3,No Failure,0
M24526,24,No Failure,0
L56847,48.9,Overstrain Failure,0.01
L56848,35.2,No Failure,0.01
L56849,31.1,No Failure,0
L56850,30.7,No Failure,0.01
L56851,44.1,No Failure,0
H39086,31.5,No Failure,0
M24533,35.4,No Failure,0.01
L56854,29.6,No Failure,0.01
M24535,57.2,No Failure,0.01
L56856,21.2,No Failure,0.02
L56857,19.3,No Failure,0
M24538,28.1,No Failure,0.01
L56859,33.4,No Failure,0.03
L56860,24.2,No Failure,0.02
M24541,44.4,No Failure,0.02
L56862,46.6,No Failure,0.01
M24543,56.4,No Failure,0
H39098,51,No Failure,0.01
L56865,48.1,No Failure,0.01
L56866,40.7,No Failure,0
M24547,31.6,No Failure,0.01
L56868,45.6,No Failure,0
L56869,59.5,No Failure,0.01
M24550,35.6,No Failure,0
L56871,31.9,No Failure,0.03
M24552,30,No Failure,0.02
L56873,28.8,No Failure,0
L56874,33.4,No Failure,0.01
L56875,32,No Failure,0.02
L56876,39.8,No Failure,0
M24557,45.5,No Failure,0.01
L56878,28.2,No Failure,0.01
L56879,36.3,No Failure,0
M24560,53.7,No Failure,0.01
L56881,42.4,No Failure,0
L56882,31.2,No Failure,0.02
L56883,43.6,No Failure,0.01
L56884,41.4,No Failure,0
L56885,41.1,No Failure,0
M24566,30.1,No Failure,0.02
L56887,32.9,No Failure,0
L56888,29.7,No Failure,0.01
M24569,34.6,No Failure,0.01
L56890,61.3,No Failure,0.01
H39125,42.9,No Failure,0.01
M24572,48.4,No Failure,0
L56893,45,No Failure,0.01
L56894,20.1,No Failure,0.01
L56895,55.6,No Failure,0.01
H39130,45.2,No Failure,0.01
L56897,44.2,No Failure,0
L56898,36.6,No Failure,0
L56899,56.2,No Failure,0.01
M24580,54.5,No Failure,0
L56901,40.6,No Failure,0.01
H39136,21.6,No Failure,0.01
L56903,33.6,No Failure,0.02
M24584,19,No Failure,0.03
M24585,27.9,No Failure,0.01
L56906,37.2,No Failure,0.01
L56907,39.4,No Failure,0.01
L56908,33.7,No Failure,0
L56909,29,No Failure,0.02
L56910,36.7,No Failure,0.02
L56911,49.6,No Failure,0
L56912,17.4,No Failure,0.01
M24593,42.9,No Failure,0.01
H39148,44.3,No Failure,0
L56915,47.7,No Failure,0.02
M24596,58.2,No Failure,0
L56917,27.6,No Failure,0
L56918,38,No Failure,0.01
L56919,42.9,No Failure,0.01
M24600,31.5,No Failure,0.01
L56921,42.9,No Failure,0.02
L56922,37.2,No Failure,0.01
L56923,42.5,No Failure,0.01
L56924,36.2,No Failure,0.01
L56925,32.4,No Failure,0.01
L56926,45.6,No Failure,0.02
L56927,47.4,No Failure,0.01
M24608,41.2,No Failure,0.01
H39163,45.4,No Failure,0
L56930,32.6,No Failure,0
L56931,28.8,No Failure,0
L56932,32.6,No Failure,0.01
L56933,35.1,No Failure,0.01
M24614,34,No Failure,0.02
H39169,35.3,No Failure,0
L56936,35.9,No Failure,0
M24617,34,No Failure,0.02
L56938,16.2,Tool Wear Failure,0
L56939,36.7,No Failure,0.02
M24620,47.3,No Failure,0
L56941,26.1,No Failure,0.01
L56942,22.1,No Failure,0
M24623,29.7,No Failure,0.01
L56944,66.7,Power Failure,0.02
L56945,39.1,No Failure,0
H39180,42.5,No Failure,0
L56947,35,No Failure,0.02
L56948,35.7,No Failure,0
L56949,48.6,No Failure,0
H39184,31.8,No Failure,0.02
M24631,50.4,No Failure,0.01
L56952,34.8,No Failure,0.02
L56953,37.9,No Failure,0.01
H39188,41,No Failure,0
M24635,27.8,No Failure,0.01
M24636,54.1,No Failure,0.01
L56957,57.6,No Failure,0.01
H39192,54.5,No Failure,0.01
L56959,36.2,No Failure,0
M24640,46.7,No Failure,0
L56961,41.6,No Failure,0.02
L56962,47.1,No Failure,0.01
H39197,44.6,No Failure,0.01
M24644,48.8,No Failure,0.02
H39199,29.8,No Failure,0
M24646,27.3,No Failure,0.01
H39201,50.4,No Failure,0.02
M24648,39.8,No Failure,0
L56969,28.4,No Failure,0.01
L56970,43.2,No Failure,0.01
M24651,37.5,No Failure,0
H39206,36,No Failure,0.01
H39207,46.7,No Failure,0.01
L56974,33.9,No Failure,0
L56975,33.1,No Failure,0.01
H39210,30.9,No Failure,0
M24657,33.5,No Failure,0
L56978,44.7,No Failure,0.01
M24659,34.7,No Failure,0.01
H39214,50.3,No Failure,0
M24661,45.6,No Failure,0.01
H39216,19.2,No Failure,0.01
L56983,29.8,No Failure,0.01
L56984,42.5,No Failure,0
L56985,28.5,No Failure,0
L56986,60.5,No Failure,0.01
L56987,55,No Failure,0
M24668,44.2,No Failure,0
M24669,50.3,No Failure,0.01
L56990,40.9,No Failure,0.01
L56991,31.7,No Failure,0
M24672,45.8,No Failure,0.01
L56993,52.3,No Failure,0.02
H39228,40.9,No Failure,0.01
M24675,38.8,No Failure,0
M24676,29.4,No Failure,0
M24677,42.4,No Failure,0
M24678,45.1,No Failure,0
M24679,36.9,No Failure,0.07
M24680,36.7,No Failure,0
L57001,35.6,No Failure,0.01
L57002,60.9,Overstrain Failure,0.01
M24683,43.7,No Failure,0.01
L57004,39.3,No Failure,0.02
L57005,32.4,No Failure,0.01
L57006,52.7,No Failure,0.02
M24687,57,No Failure,0.01
L57008,50,No Failure,0.01
M24689,41.8,No Failure,0.01
L57010,56.1,Overstrain Failure,0.01
L57011,35.4,No Failure,0
L57012,17.7,No Failure,0.01
L57013,45.3,No Failure,0.02
M24694,32.7,No Failure,0.01
L57015,36.9,No Failure,0.02
M24696,53.6,No Failure,0
M24697,50.6,No Failure,0.01
L57018,45.5,No Failure,0.01
M24699,51.2,No Failure,0
H39254,42.4,No Failure,0.01
M24701,51.4,No Failure,0.01
L57022,47.6,No Failure,0
L57023,52.1,No Failure,0.01
H39258,37,No Failure,0
L57025,47.4,No Failure,0
L57026,58.8,No Failure,0.02
L57027,46.1,No Failure,0.02
H39262,40.6,No Failure,0
L57029,15.5,No Failure,0
M24710,34.6,No Failure,0.01
M24711,27.2,No Failure,0.02
L57032,51.4,No Failure,0.02
L57033,37.8,No Failure,0.01
H39268,45.3,No Failure,0.01
L57035,38.5,No Failure,0
L57036,44.2,No Failure,0
M24717,55,No Failure,0.01
L57038,33.1,No Failure,0.01
M24719,33.9,No Failure,0.02
H39274,26.9,No Failure,0.01
M24721,24.8,No Failure,0.01
M24722,45.8,No Failure,0
L57043,56.3,No Failure,0
M24724,31.4,No Failure,0.01
M24725,13.9,No Failure,0
L57046,34,No Failure,0.01
L57047,44.7,No Failure,0.02
L57048,35.4,No Failure,0.01
L57049,31.3,No Failure,0.01
H39284,25.6,No Failure,0.01
M24731,21.7,No Failure,0
L57052,52.1,No Failure,0
L57053,36.5,No Failure,0.02
M24734,44.1,No Failure,0.01
M24735,50.6,No Failure,0
H39290,55.1,No Failure,0.01
L57057,58.6,No Failure,0
L57058,59.1,No Failure,0.02
M24739,38.6,No Failure,0.01
L57060,27.5,No Failure,0.01
L57061,38.5,No Failure,0
L57062,22,No Failure,0.01
H39297,34.3,No Failure,0.01
L57064,30.8,No Failure,0
L57065,27.7,No Failure,0
L57066,22.3,No Failure,0.01
L57067,44.7,No Failure,0.02
M24748,34.4,No Failure,0
H39303,40.2,No Failure,0.02
L57070,32.8,No Failure,0.01
L57071,48.1,No Failure,0.01
H39306,48.6,No Failure,0
M24753,55.3,No Failure,0.01
L57074,31.1,No Failure,0.01
L57075,54.1,No Failure,0.01
M24756,35.1,No Failure,0.01
L57077,47.1,No Failure,0.01
L57078,44.8,No Failure,0
L57079,31.4,No Failure,0
H39314,42.3,No Failure,0.02
M24761,48.9,No Failure,0
H39316,45.3,No Failure,0.01
M24763,45.7,No Failure,0
L57084,35.7,No Failure,0
M24765,49.5,No Failure,0.01
M24766,37.3,No Failure,0.01
M24767,43.2,No Failure,0
L57088,47.7,No Failure,0.01
L57089,32.7,No Failure,0
L57090,46,No Failure,0
M24771,40.8,No Failure,0.02
L57092,58.8,No Failure,0.01
L57093,30.6,No Failure,0.01
L57094,29.6,No Failure,0
M24775,28.3,No Failure,0.01
M24776,34.9,No Failure,0.02
M24777,36,No Failure,0.01
L57098,56.7,No Failure,0.01
L57099,58.7,No Failure,0
H39334,43.9,No Failure,0.01
M24781,48.5,No Failure,0.01
H39336,39.1,No Failure,0
M24783,33.3,No Failure,0.01
M24784,54.4,No Failure,0.01
M24785,47.3,No Failure,0.01
M24786,20.2,No Failure,0.01
L57107,36.9,No Failure,0.01
M24788,27.4,No Failure,0.02
H39343,39.2,No Failure,0
L57110,45.5,No Failure,0
L57111,46.9,No Failure,0.01
L57112,28.4,No Failure,0.01
L57113,32.4,No Failure,0
L57114,44.3,No Failure,0
L57115,48.5,No Failure,0.01
H39350,33.2,No Failure,0
L57117,46.1,No Failure,0.01
L57118,33.9,No Failure,0.01
H39353,12.8,No Failure,0.01
M24800,28.6,No Failure,0.01
L57121,44,No Failure,0
L57122,50.8,No Failure,0.02
M24803,26,No Failure,0.01
L57124,47.8,No Failure,0.01
L57125,37.8,No Failure,0
L57126,42,No Failure,0.02
M24807,36.6,No Failure,0
L57128,25.1,No Failure,0
M24809,53.4,No Failure,0
L57130,54.1,No Failure,0
L57131,59.4,No Failure,0.01
L57132,46.9,No Failure,0.01
L57133,35.3,No Failure,0.01
M24814,42.8,No Failure,0.02
M24815,38.8,No Failure,0.01
M24816,34.5,No Failure,0.02
L57137,33,No Failure,0.01
M24818,35.9,No Failure,0
L57139,49.1,No Failure,0.01
L57140,35,No Failure,0.01
L57141,54.9,No Failure,0
L57142,49.4,No Failure,0
L57143,39.9,No Failure,0.01
L57144,26.5,No Failure,0.01
L57145,28.9,No Failure,0.01
L57146,41.2,No Failure,0
M24827,32.4,No Failure,0.03
L57148,32.4,No Failure,0
L57149,50,No Failure,0.01
H39384,24.7,No Failure,0.01
H39385,44.6,No Failure,0.01
L57152,51.4,No Failure,0
L57153,40.5,No Failure,0
L57154,68.2,Power Failure,0.01
M24835,34.1,No Failure,0.01
L57156,26.3,No Failure,0.01
L57157,40.4,No Failure,0
H39392,52.1,No Failure,0.01
L57159,49.8,No Failure,0
L57160,36.6,No Failure,0
L57161,47,No Failure,0.01
M24842,45.7,No Failure,0.01
L57163,28.7,No Failure,0.01
H39398,42.8,No Failure,0
H39399,35.6,No Failure,0
M24846,42.3,No Failure,0
M24847,37.1,No Failure,0.02
L57168,24.1,No Failure,0
M24849,33.2,No Failure,0.02
L57170,36.2,No Failure,0.01
M24851,26.1,No Failure,0.01
L57172,39.2,No Failure,0.01
L57173,47.3,No Failure,0.02
L57174,27.9,No Failure,0
M24855,29.5,No Failure,0.01
H39410,31.8,No Failure,0
M24857,33.4,No Failure,0.01
H39412,48.5,No Failure,0
M24859,40.2,No Failure,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.03
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.03
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0.02
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.03
,,,0.04
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.03
,,,0
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.02
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.02
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.02
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.02
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.02
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.02
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0
,,,0.02
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0.02
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.02
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.02
,,,0
,,,0.01
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.02
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0.02
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0.05
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0.01
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0
,,,0
,,,0.01
,,,0
,,,0
,,,0.01
,,,0.01
,,,0
,,,0
,,,0.01
,,,0
,,,0.02
,,,0.01
,,,0
,,,0
,,,0
